,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,features,cluster
1075,55,0.873,0.797,0.0,-5.488,1.0,0.085,0.00829,0.00108,0.398,0.557,120.013,4.0,"[55.0,0.873,0.797,0.0,-5.488,1.0,0.085,0.00829,0.00108,0.398,0.557,120.013,4.0]",2
1076,68,0.8,0.71,5.0,-6.403,0.0,0.295,0.463,0.0,0.339,0.795,147.171,4.0,"[68.0,0.8,0.71,5.0,-6.403,0.0,0.295,0.463,0.0,0.339,0.795,147.171,4.0]",2
1077,60,0.496,0.563,4.0,-12.129,0.0,0.0337,0.000835,0.804,0.373,0.723,97.136,4.0,"[60.0,0.496,0.563,4.0,-12.129,0.0,0.0337,0.000835,0.804,0.373,0.723,97.136,4.0]",2
1078,67,0.767,0.551,0.0,-7.328,1.0,0.0616,0.00364,0.0,0.0451,0.796,100.904,4.0,"[67.0,0.767,0.551,0.0,-7.328,1.0,0.0616,0.00364,0.0,0.0451,0.796,100.904,4.0]",2
1079,1,0.825,0.755,1.0,-10.197,1.0,0.0522,0.00181,0.748,0.0617,0.902,122.001,4.0,"[1.0,0.825,0.755,1.0,-10.197,1.0,0.0522,0.00181,0.748,0.0617,0.902,122.001,4.0]",0
1080,1,0.811,0.715,0.0,-9.578,1.0,0.0593,0.0195,0.787,0.0966,0.618,120.009,4.0,"[1.0,0.811,0.715,0.0,-9.578,1.0,0.0593,0.0195,0.787,0.0966,0.618,120.009,4.0]",0
1081,40,0.722,0.915,11.0,-6.064,0.0,0.0969,0.0178,0.0236,0.429,0.763,115.949,4.0,"[40.0,0.722,0.915,11.0,-6.064,0.0,0.0969,0.0178,0.0236,0.429,0.763,115.949,4.0]",2
1082,30,0.739,0.748,2.0,-7.536,1.0,0.138,0.14,0.00678,0.0288,0.84,122.887,4.0,"[30.0,0.739,0.748,2.0,-7.536,1.0,0.138,0.14,0.00678,0.0288,0.84,122.887,4.0]",0
1083,75,0.586,0.893,7.0,-8.772,1.0,0.439,0.827,0.642,0.212,0.65,140.023,3.0,"[75.0,0.586,0.893,7.0,-8.772,1.0,0.439,0.827,0.642,0.212,0.65,140.023,3.0]",2
1084,76,0.657,0.562,8.0,-8.6,1.0,0.0601,0.54,0.00143,0.101,0.704,81.657,4.0,"[76.0,0.657,0.562,8.0,-8.6,1.0,0.0601,0.54,0.00143,0.101,0.704,81.657,4.0]",2
1085,44,0.735,0.482,10.0,-16.583,1.0,0.0511,0.0368,0.841,0.126,0.0546,121.931,4.0,"[44.0,0.735,0.482,10.0,-16.583,1.0,0.0511,0.0368,0.841,0.126,0.0546,121.931,4.0]",2
1086,30,0.864,0.637,4.0,-9.153,0.0,0.112,0.0268,8.77e-06,0.0968,0.748,105.028,4.0,"[30.0,0.864,0.637,4.0,-9.153,0.0,0.112,0.0268,8.77e-06,0.0968,0.748,105.028,4.0]",0
1087,42,0.91,0.529,11.0,-12.612,0.0,0.0959,0.101,0.164,0.154,0.954,118.013,4.0,"[42.0,0.91,0.529,11.0,-12.612,0.0,0.0959,0.101,0.164,0.154,0.954,118.013,4.0]",2
1088,9,0.409,0.868,11.0,-7.056,0.0,0.124,0.00181,0.0763,0.0511,0.858,187.079,4.0,"[9.0,0.409,0.868,11.0,-7.056,0.0,0.124,0.00181,0.0763,0.0511,0.858,187.079,4.0]",0
1089,47,0.718,0.67,1.0,-8.721,1.0,0.0494,0.535,0.264,0.675,0.509,139.938,4.0,"[47.0,0.718,0.67,1.0,-8.721,1.0,0.0494,0.535,0.264,0.675,0.509,139.938,4.0]",2
1090,21,0.841,0.515,2.0,-9.059,0.0,0.0532,0.0247,0.864,0.0804,0.727,122.981,4.0,"[21.0,0.841,0.515,2.0,-9.059,0.0,0.0532,0.0247,0.864,0.0804,0.727,122.981,4.0]",0
1091,0,0.887,0.904,5.0,-5.107,0.0,0.0703,0.079,0.0101,0.0165,0.89,107.955,4.0,"[0.0,0.887,0.904,5.0,-5.107,0.0,0.0703,0.079,0.0101,0.0165,0.89,107.955,4.0]",0
1092,2,0.844,0.558,1.0,-10.004,1.0,0.1,0.22,0.0315,0.0693,0.815,116.969,4.0,"[2.0,0.844,0.558,1.0,-10.004,1.0,0.1,0.22,0.0315,0.0693,0.815,116.969,4.0]",0
1093,0,0.811,0.756,4.0,-11.559,0.0,0.0878,0.0585,0.000673,0.0702,0.791,112.406,4.0,"[0.0,0.811,0.756,4.0,-11.559,0.0,0.0878,0.0585,0.000673,0.0702,0.791,112.406,4.0]",0
1094,70,0.629,0.356,4.0,-11.135,1.0,0.0246,0.66,0.000617,0.173,0.472,83.886,4.0,"[70.0,0.629,0.356,4.0,-11.135,1.0,0.0246,0.66,0.000617,0.173,0.472,83.886,4.0]",2
1095,0,0.665,0.561,0.0,-5.072,1.0,0.0561,0.056,0.0,0.0823,0.296,159.949,4.0,"[0.0,0.665,0.561,0.0,-5.072,1.0,0.0561,0.056,0.0,0.0823,0.296,159.949,4.0]",0
1096,75,0.817,0.775,10.0,-4.767,0.0,0.108,0.277,0.0,0.108,0.806,126.984,4.0,"[75.0,0.817,0.775,10.0,-4.767,0.0,0.108,0.277,0.0,0.108,0.806,126.984,4.0]",2
1097,69,0.5,0.681,0.0,-9.556,1.0,0.0672,0.114,4.01e-05,0.139,0.745,119.46,4.0,"[69.0,0.5,0.681,0.0,-9.556,1.0,0.0672,0.114,4.01e-05,0.139,0.745,119.46,4.0]",2
1098,53,0.489,0.788,10.0,-11.654,1.0,0.0452,0.176,7.98e-05,0.196,0.88,165.877,4.0,"[53.0,0.489,0.788,10.0,-11.654,1.0,0.0452,0.176,7.98e-05,0.196,0.88,165.877,4.0]",2
1099,45,0.765,0.394,4.0,-7.478,0.0,0.0595,0.452,0.0156,0.205,0.587,75.997,3.0,"[45.0,0.765,0.394,4.0,-7.478,0.0,0.0595,0.452,0.0156,0.205,0.587,75.997,3.0]",2
1100,50,0.532,0.263,2.0,-9.845,1.0,0.0307,0.863,2.43e-06,0.119,0.321,107.868,3.0,"[50.0,0.532,0.263,2.0,-9.845,1.0,0.0307,0.863,2.43e-06,0.119,0.321,107.868,3.0]",2
1101,0,0.831,0.319,5.0,-11.31,0.0,0.0584,0.04,0.256,0.0927,0.441,83.007,4.0,"[0.0,0.831,0.319,5.0,-11.31,0.0,0.0584,0.04,0.256,0.0927,0.441,83.007,4.0]",0
1102,0,0.461,0.918,1.0,-4.878,0.0,0.0405,0.00109,0.0276,0.0984,0.0379,174.013,4.0,"[0.0,0.461,0.918,1.0,-4.878,0.0,0.0405,0.00109,0.0276,0.0984,0.0379,174.013,4.0]",0
1103,29,0.333,0.73,8.0,-5.562,0.0,0.0652,0.0384,0.31,0.0694,0.137,174.034,4.0,"[29.0,0.333,0.73,8.0,-5.562,0.0,0.0652,0.0384,0.31,0.0694,0.137,174.034,4.0]",0
1104,41,0.612,0.946,1.0,-2.515,1.0,0.0577,8.03e-05,0.311,0.193,0.454,177.017,4.0,"[41.0,0.612,0.946,1.0,-2.515,1.0,0.0577,8.03e-05,0.311,0.193,0.454,177.017,4.0]",2
1105,34,0.588,0.654,5.0,-6.933,1.0,0.255,0.296,5.6e-05,0.13,0.0546,173.737,4.0,"[34.0,0.588,0.654,5.0,-6.933,1.0,0.255,0.296,5.6e-05,0.13,0.0546,173.737,4.0]",0
1106,38,0.599,0.974,4.0,-1.851,0.0,0.0904,0.00841,0.101,0.0619,0.478,173.955,4.0,"[38.0,0.599,0.974,4.0,-1.851,0.0,0.0904,0.00841,0.101,0.0619,0.478,173.955,4.0]",0
1107,41,0.566,0.988,7.0,-4.348,1.0,0.0731,0.00331,0.744,0.0812,0.841,174.007,4.0,"[41.0,0.566,0.988,7.0,-4.348,1.0,0.0731,0.00331,0.744,0.0812,0.841,174.007,4.0]",2
1108,34,0.716,0.787,11.0,-4.28,0.0,0.0723,0.123,0.0171,0.155,0.308,86.999,4.0,"[34.0,0.716,0.787,11.0,-4.28,0.0,0.0723,0.123,0.0171,0.155,0.308,86.999,4.0]",2
1109,34,0.583,0.805,1.0,-4.672,0.0,0.0483,0.00359,0.0243,0.121,0.151,174.018,4.0,"[34.0,0.583,0.805,1.0,-4.672,0.0,0.0483,0.00359,0.0243,0.121,0.151,174.018,4.0]",0
1110,0,0.606,0.819,5.0,-4.225,1.0,0.0408,0.00102,0.339,0.127,0.334,172.036,4.0,"[0.0,0.606,0.819,5.0,-4.225,1.0,0.0408,0.00102,0.339,0.127,0.334,172.036,4.0]",0
1111,8,0.708,0.866,0.0,-9.638,1.0,0.103,0.00356,0.89,0.0264,0.509,125.005,4.0,"[8.0,0.708,0.866,0.0,-9.638,1.0,0.103,0.00356,0.89,0.0264,0.509,125.005,4.0]",0
1112,21,0.764,0.946,6.0,-7.307,1.0,0.0485,0.0156,0.91,0.116,0.913,125.082,4.0,"[21.0,0.764,0.946,6.0,-7.307,1.0,0.0485,0.0156,0.91,0.116,0.913,125.082,4.0]",0
1113,47,0.784,0.762,2.0,-6.677,0.0,0.481,0.285,0.0,0.626,0.602,117.987,4.0,"[47.0,0.784,0.762,2.0,-6.677,0.0,0.481,0.285,0.0,0.626,0.602,117.987,4.0]",2
1114,6,0.818,0.645,1.0,-11.285,1.0,0.0446,0.00831,0.884,0.201,0.974,132.996,4.0,"[6.0,0.818,0.645,1.0,-11.285,1.0,0.0446,0.00831,0.884,0.201,0.974,132.996,4.0]",0
1115,0,0.745,0.942,10.0,-7.886,0.0,0.0424,7.46e-05,0.594,0.0871,0.543,120.013,4.0,"[0.0,0.745,0.942,10.0,-7.886,0.0,0.0424,7.46e-05,0.594,0.0871,0.543,120.013,4.0]",0
1116,41,0.545,0.626,11.0,-6.557,0.0,0.186,0.15,0.0,0.183,0.614,80.43,4.0,"[41.0,0.545,0.626,11.0,-6.557,0.0,0.186,0.15,0.0,0.183,0.614,80.43,4.0]",2
1117,47,0.377,0.197,1.0,-15.368,1.0,0.0515,0.736,0.00406,0.0943,0.243,68.739,4.0,"[47.0,0.377,0.197,1.0,-15.368,1.0,0.0515,0.736,0.00406,0.0943,0.243,68.739,4.0]",2
1118,32,0.767,0.822,2.0,-10.282,1.0,0.0451,0.0781,0.75,0.0987,0.554,119.985,4.0,"[32.0,0.767,0.822,2.0,-10.282,1.0,0.0451,0.0781,0.75,0.0987,0.554,119.985,4.0]",0
1119,24,0.804,0.844,7.0,-7.499,1.0,0.081,0.000788,0.823,0.0676,0.432,128.991,4.0,"[24.0,0.804,0.844,7.0,-7.499,1.0,0.081,0.000788,0.823,0.0676,0.432,128.991,4.0]",0
1120,18,0.797,0.943,11.0,-7.723,0.0,0.0675,0.00353,0.948,0.107,0.302,129.014,4.0,"[18.0,0.797,0.943,11.0,-7.723,0.0,0.0675,0.00353,0.948,0.107,0.302,129.014,4.0]",0
1121,44,0.773,0.96,7.0,-7.886,1.0,0.0737,0.00124,0.832,0.0565,0.653,132.006,4.0,"[44.0,0.773,0.96,7.0,-7.886,1.0,0.0737,0.00124,0.832,0.0565,0.653,132.006,4.0]",2
1122,11,0.823,0.47,4.0,-11.704,0.0,0.0726,0.000129,0.128,0.0473,0.707,126.01,4.0,"[11.0,0.823,0.47,4.0,-11.704,0.0,0.0726,0.000129,0.128,0.0473,0.707,126.01,4.0]",0
1123,57,0.714,0.783,5.0,-5.979,0.0,0.0383,0.000178,0.881,0.0841,0.539,127.01,4.0,"[57.0,0.714,0.783,5.0,-5.979,0.0,0.0383,0.000178,0.881,0.0841,0.539,127.01,4.0]",2
1124,56,0.462,0.796,9.0,-6.202,1.0,0.0322,0.384,0.0,0.296,0.824,204.028,4.0,"[56.0,0.462,0.796,9.0,-6.202,1.0,0.0322,0.384,0.0,0.296,0.824,204.028,4.0]",2
1125,43,0.741,0.841,1.0,-5.716,1.0,0.0427,0.231,0.00354,0.0905,0.901,122.915,4.0,"[43.0,0.741,0.841,1.0,-5.716,1.0,0.0427,0.231,0.00354,0.0905,0.901,122.915,4.0]",2
1126,52,0.747,0.453,10.0,-10.563,0.0,0.429,0.372,0.000276,0.125,0.374,108.911,4.0,"[52.0,0.747,0.453,10.0,-10.563,0.0,0.429,0.372,0.000276,0.125,0.374,108.911,4.0]",2
1127,31,0.811,0.557,11.0,-10.737,0.0,0.0613,0.000722,0.715,0.0378,0.745,123.006,4.0,"[31.0,0.811,0.557,11.0,-10.737,0.0,0.0613,0.000722,0.715,0.0378,0.745,123.006,4.0]",0
1128,27,0.898,0.587,4.0,-8.741,0.0,0.0546,0.00511,0.727,0.13,0.917,122.014,4.0,"[27.0,0.898,0.587,4.0,-8.741,0.0,0.0546,0.00511,0.727,0.13,0.917,122.014,4.0]",0
1129,59,0.593,0.593,11.0,-8.216,1.0,0.289,0.0306,9.94e-06,0.229,0.488,81.291,1.0,"[59.0,0.593,0.593,11.0,-8.216,1.0,0.289,0.0306,9.94e-06,0.229,0.488,81.291,1.0]",2
1130,72,0.552,0.846,9.0,-4.912,1.0,0.342,0.0114,0.0,0.309,0.554,98.56,1.0,"[72.0,0.552,0.846,9.0,-4.912,1.0,0.342,0.0114,0.0,0.309,0.554,98.56,1.0]",2
1131,28,0.806,0.621,10.0,-8.918,0.0,0.0434,0.000627,0.0433,0.0666,0.873,124.012,4.0,"[28.0,0.806,0.621,10.0,-8.918,0.0,0.0434,0.000627,0.0433,0.0666,0.873,124.012,4.0]",0
1132,29,0.916,0.455,11.0,-6.489,0.0,0.0623,0.0139,0.769,0.185,0.943,122.208,4.0,"[29.0,0.916,0.455,11.0,-6.489,0.0,0.0623,0.0139,0.769,0.185,0.943,122.208,4.0]",0
1133,0,0.683,0.644,2.0,-11.195,1.0,0.0549,0.11,0.131,0.122,0.195,111.015,4.0,"[0.0,0.683,0.644,2.0,-11.195,1.0,0.0549,0.11,0.131,0.122,0.195,111.015,4.0]",0
1134,32,0.867,0.518,6.0,-11.902,1.0,0.0603,0.0569,2.83e-05,0.0535,0.724,110.694,4.0,"[32.0,0.867,0.518,6.0,-11.902,1.0,0.0603,0.0569,2.83e-05,0.0535,0.724,110.694,4.0]",0
1135,37,0.807,0.688,5.0,-5.452,0.0,0.0319,0.00284,0.362,0.0749,0.657,123.006,4.0,"[37.0,0.807,0.688,5.0,-5.452,0.0,0.0319,0.00284,0.362,0.0749,0.657,123.006,4.0]",2
1136,65,0.744,0.696,7.0,-8.313,0.0,0.162,0.0535,0.0454,0.128,0.563,95.07,4.0,"[65.0,0.744,0.696,7.0,-8.313,0.0,0.162,0.0535,0.0454,0.128,0.563,95.07,4.0]",2
1137,44,0.797,0.343,11.0,-15.334,1.0,0.0495,0.0692,0.362,0.479,0.536,119.988,4.0,"[44.0,0.797,0.343,11.0,-15.334,1.0,0.0495,0.0692,0.362,0.479,0.536,119.988,4.0]",2
1138,53,0.619,0.561,5.0,-7.824,0.0,0.417,0.103,0.0,0.45,0.587,74.861,4.0,"[53.0,0.619,0.561,5.0,-7.824,0.0,0.417,0.103,0.0,0.45,0.587,74.861,4.0]",2
1139,66,0.385,0.757,0.0,-5.96,1.0,0.167,0.709,0.0,0.235,0.469,82.673,4.0,"[66.0,0.385,0.757,0.0,-5.96,1.0,0.167,0.709,0.0,0.235,0.469,82.673,4.0]",2
1140,17,0.836,0.774,1.0,-7.864,1.0,0.0633,0.00037,0.944,0.061,0.425,127.984,4.0,"[17.0,0.836,0.774,1.0,-7.864,1.0,0.0633,0.00037,0.944,0.061,0.425,127.984,4.0]",0
1141,28,0.636,0.992,6.0,-5.895,0.0,0.0959,0.00277,0.818,0.967,0.472,124.996,4.0,"[28.0,0.636,0.992,6.0,-5.895,0.0,0.0959,0.00277,0.818,0.967,0.472,124.996,4.0]",0
1142,66,0.574,0.507,6.0,-11.343,1.0,0.0258,0.228,4.57e-06,0.279,0.514,101.085,4.0,"[66.0,0.574,0.507,6.0,-11.343,1.0,0.0258,0.228,4.57e-06,0.279,0.514,101.085,4.0]",2
1143,47,0.787,0.523,7.0,-8.628,0.0,0.0603,0.205,0.0492,0.115,0.803,105.041,4.0,"[47.0,0.787,0.523,7.0,-8.628,0.0,0.0603,0.205,0.0492,0.115,0.803,105.041,4.0]",2
1144,0,0.478,0.386,2.0,-11.585,1.0,0.0484,0.805,0.457,0.108,0.134,96.752,4.0,"[0.0,0.478,0.386,2.0,-11.585,1.0,0.0484,0.805,0.457,0.108,0.134,96.752,4.0]",0
1145,0,0.467,0.0677,4.0,-22.596,1.0,0.0331,0.99,0.928,0.204,0.125,102.435,4.0,"[0.0,0.467,0.0677,4.0,-22.596,1.0,0.0331,0.99,0.928,0.204,0.125,102.435,4.0]",0
1146,69,0.709,0.589,8.0,-7.776,0.0,0.0433,0.0507,0.0,0.0585,0.58,133.922,3.0,"[69.0,0.709,0.589,8.0,-7.776,0.0,0.0433,0.0507,0.0,0.0585,0.58,133.922,3.0]",2
1147,81,0.83,0.564,1.0,-7.822,1.0,0.235,0.177,0.0,0.128,0.107,85.042,4.0,"[81.0,0.83,0.564,1.0,-7.822,1.0,0.235,0.177,0.0,0.128,0.107,85.042,4.0]",2
1148,0,0.832,0.439,9.0,-10.979,0.0,0.0715,0.513,0.0195,0.119,0.635,97.996,4.0,"[0.0,0.832,0.439,9.0,-10.979,0.0,0.0715,0.513,0.0195,0.119,0.635,97.996,4.0]",0
1149,0,0.93,0.419,2.0,-7.681,0.0,0.0409,0.605,2.34e-05,0.0974,0.671,106.006,4.0,"[0.0,0.93,0.419,2.0,-7.681,0.0,0.0409,0.605,2.34e-05,0.0974,0.671,106.006,4.0]",0
1150,11,0.85,0.62,11.0,-7.429,0.0,0.0938,0.00674,0.541,0.0983,0.353,112.002,4.0,"[11.0,0.85,0.62,11.0,-7.429,0.0,0.0938,0.00674,0.541,0.0983,0.353,112.002,4.0]",0
1151,0,0.716,0.447,5.0,-9.068,0.0,0.0825,0.768,0.0,0.084,0.434,112.743,4.0,"[0.0,0.716,0.447,5.0,-9.068,0.0,0.0825,0.768,0.0,0.084,0.434,112.743,4.0]",0
1152,0,0.924,0.365,4.0,-10.303,1.0,0.0402,0.204,0.00028,0.0767,0.844,103.018,4.0,"[0.0,0.924,0.365,4.0,-10.303,1.0,0.0402,0.204,0.00028,0.0767,0.844,103.018,4.0]",0
1153,48,0.852,0.816,6.0,-7.809,0.0,0.319,0.105,0.0,0.0794,0.849,95.415,4.0,"[48.0,0.852,0.816,6.0,-7.809,0.0,0.319,0.105,0.0,0.0794,0.849,95.415,4.0]",2
1154,40,0.891,0.865,0.0,-6.183,1.0,0.114,0.00266,0.00585,0.0648,0.694,121.988,4.0,"[40.0,0.891,0.865,0.0,-6.183,1.0,0.114,0.00266,0.00585,0.0648,0.694,121.988,4.0]",2
1155,38,0.801,0.68,10.0,-11.255,0.0,0.0815,0.0201,0.831,0.0452,0.412,120.0,4.0,"[38.0,0.801,0.68,10.0,-11.255,0.0,0.0815,0.0201,0.831,0.0452,0.412,120.0,4.0]",2
1156,46,0.746,0.869,3.0,-4.012,1.0,0.0554,0.00446,2.04e-05,0.397,0.747,123.946,4.0,"[46.0,0.746,0.869,3.0,-4.012,1.0,0.0554,0.00446,2.04e-05,0.397,0.747,123.946,4.0]",2
1157,45,0.799,0.588,5.0,-6.161,0.0,0.0381,0.447,0.232,0.213,0.508,141.009,4.0,"[45.0,0.799,0.588,5.0,-6.161,0.0,0.0381,0.447,0.232,0.213,0.508,141.009,4.0]",2
1158,30,0.703,0.669,4.0,-11.293,0.0,0.103,0.00829,0.842,0.103,0.39,127.988,4.0,"[30.0,0.703,0.669,4.0,-11.293,0.0,0.103,0.00829,0.842,0.103,0.39,127.988,4.0]",0
1159,0,0.861,0.443,2.0,-9.059,1.0,0.0674,0.00214,0.198,0.12,0.553,124.015,4.0,"[0.0,0.861,0.443,2.0,-9.059,1.0,0.0674,0.00214,0.198,0.12,0.553,124.015,4.0]",0
1160,26,0.787,0.953,7.0,-9.106,0.0,0.0815,0.00159,0.93,0.0747,0.473,123.988,4.0,"[26.0,0.787,0.953,7.0,-9.106,0.0,0.0815,0.00159,0.93,0.0747,0.473,123.988,4.0]",0
1161,54,0.86,0.749,1.0,-6.556,0.0,0.0905,0.342,0.0,0.446,0.6,99.989,4.0,"[54.0,0.86,0.749,1.0,-6.556,0.0,0.0905,0.342,0.0,0.446,0.6,99.989,4.0]",2
1162,49,0.718,0.74,10.0,-12.429,0.0,0.0642,0.0357,0.939,0.0949,0.94,118.999,4.0,"[49.0,0.718,0.74,10.0,-12.429,0.0,0.0642,0.0357,0.939,0.0949,0.94,118.999,4.0]",2
1163,45,0.925,0.624,10.0,-5.934,0.0,0.261,0.205,0.0,0.0977,0.46,140.051,4.0,"[45.0,0.925,0.624,10.0,-5.934,0.0,0.261,0.205,0.0,0.0977,0.46,140.051,4.0]",2
1164,43,0.722,0.665,11.0,-8.764,0.0,0.0502,0.000606,0.861,0.201,0.638,119.01,4.0,"[43.0,0.722,0.665,11.0,-8.764,0.0,0.0502,0.000606,0.861,0.201,0.638,119.01,4.0]",2
1165,78,0.692,0.651,9.0,-8.267,1.0,0.0324,0.292,0.00241,0.105,0.706,97.923,4.0,"[78.0,0.692,0.651,9.0,-8.267,1.0,0.0324,0.292,0.00241,0.105,0.706,97.923,4.0]",2
1166,55,0.752,0.36,9.0,-14.317,0.0,0.0334,0.499,0.291,0.106,0.636,110.768,4.0,"[55.0,0.752,0.36,9.0,-14.317,0.0,0.0334,0.499,0.291,0.106,0.636,110.768,4.0]",2
1167,65,0.629,0.579,9.0,-6.543,0.0,0.107,0.811,0.00366,0.0813,0.363,135.86,4.0,"[65.0,0.629,0.579,9.0,-6.543,0.0,0.107,0.811,0.00366,0.0813,0.363,135.86,4.0]",2
1168,31,0.817,0.769,9.0,-6.266,0.0,0.197,0.149,0.00021,0.274,0.748,121.007,4.0,"[31.0,0.817,0.769,9.0,-6.266,0.0,0.197,0.149,0.00021,0.274,0.748,121.007,4.0]",0
1169,27,0.913,0.696,11.0,-7.211,0.0,0.178,0.0246,0.00587,0.0552,0.79,117.017,4.0,"[27.0,0.913,0.696,11.0,-7.211,0.0,0.178,0.0246,0.00587,0.0552,0.79,117.017,4.0]",0
1170,43,0.82,0.723,0.0,-7.795,1.0,0.0597,0.00391,0.801,0.0298,0.911,128.005,4.0,"[43.0,0.82,0.723,0.0,-7.795,1.0,0.0597,0.00391,0.801,0.0298,0.911,128.005,4.0]",2
1171,45,0.701,0.692,7.0,-6.529,0.0,0.0521,0.239,0.0854,0.742,0.551,122.003,4.0,"[45.0,0.701,0.692,7.0,-6.529,0.0,0.0521,0.239,0.0854,0.742,0.551,122.003,4.0]",2
1172,34,0.771,0.903,10.0,-6.532,0.0,0.126,0.035,1.33e-05,0.0947,0.679,113.953,4.0,"[34.0,0.771,0.903,10.0,-6.532,0.0,0.126,0.035,1.33e-05,0.0947,0.679,113.953,4.0]",2
1173,0,0.843,0.666,11.0,-11.634,0.0,0.139,0.0514,2.99e-06,0.721,0.94,120.973,4.0,"[0.0,0.843,0.666,11.0,-11.634,0.0,0.139,0.0514,2.99e-06,0.721,0.94,120.973,4.0]",0
1174,42,0.674,0.724,7.0,-8.373,1.0,0.0556,0.00198,0.83,0.153,0.388,132.108,4.0,"[42.0,0.674,0.724,7.0,-8.373,1.0,0.0556,0.00198,0.83,0.153,0.388,132.108,4.0]",2
1175,24,0.769,0.45,0.0,-9.587,1.0,0.039,0.198,0.00745,0.24,0.534,119.965,4.0,"[24.0,0.769,0.45,0.0,-9.587,1.0,0.039,0.198,0.00745,0.24,0.534,119.965,4.0]",0
1176,60,0.752,0.702,10.0,-4.927,0.0,0.0378,0.296,0.0,0.103,0.324,119.987,4.0,"[60.0,0.752,0.702,10.0,-4.927,0.0,0.0378,0.296,0.0,0.103,0.324,119.987,4.0]",2
1177,28,0.796,0.921,7.0,-6.324,1.0,0.0774,0.303,0.299,0.115,0.624,122.025,4.0,"[28.0,0.796,0.921,7.0,-6.324,1.0,0.0774,0.303,0.299,0.115,0.624,122.025,4.0]",0
1178,79,0.758,0.913,6.0,-2.926,0.0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,4.0,"[79.0,0.758,0.913,6.0,-2.926,0.0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,4.0]",2
1179,78,0.673,0.649,1.0,-8.433,0.0,0.196,0.188,0.0,0.122,0.47,153.075,4.0,"[78.0,0.673,0.649,1.0,-8.433,0.0,0.196,0.188,0.0,0.122,0.47,153.075,4.0]",2
1180,8,0.414,0.378,10.0,-10.695,0.0,0.0387,0.0267,0.443,0.35,0.271,148.689,4.0,"[8.0,0.414,0.378,10.0,-10.695,0.0,0.0387,0.0267,0.443,0.35,0.271,148.689,4.0]",0
1181,23,0.748,0.886,10.0,-6.708,0.0,0.092,0.0568,0.00902,0.0565,0.962,103.789,4.0,"[23.0,0.748,0.886,10.0,-6.708,0.0,0.092,0.0568,0.00902,0.0565,0.962,103.789,4.0]",0
1182,33,0.467,0.785,11.0,-6.621,0.0,0.032,0.226,0.0,0.219,0.781,204.037,4.0,"[33.0,0.467,0.785,11.0,-6.621,0.0,0.032,0.226,0.0,0.219,0.781,204.037,4.0]",0
1183,48,0.862,0.456,1.0,-8.032,1.0,0.0744,0.00628,0.883,0.487,0.501,129.919,4.0,"[48.0,0.862,0.456,1.0,-8.032,1.0,0.0744,0.00628,0.883,0.487,0.501,129.919,4.0]",2
1184,43,0.517,0.341,2.0,-13.422,0.0,0.0597,0.502,0.0258,0.106,0.373,110.311,3.0,"[43.0,0.517,0.341,2.0,-13.422,0.0,0.0597,0.502,0.0258,0.106,0.373,110.311,3.0]",2
1185,53,0.26,0.49,3.0,-9.121,0.0,0.0415,0.806,0.0,0.336,0.399,80.599,4.0,"[53.0,0.26,0.49,3.0,-9.121,0.0,0.0415,0.806,0.0,0.336,0.399,80.599,4.0]",2
1186,0,0.778,0.557,2.0,-8.638,1.0,0.0661,0.000752,0.000383,0.0518,0.551,125.985,4.0,"[0.0,0.778,0.557,2.0,-8.638,1.0,0.0661,0.000752,0.000383,0.0518,0.551,125.985,4.0]",0
1187,0,0.768,0.976,3.0,-5.432,0.0,0.0669,0.00716,0.86,0.0891,0.515,126.369,4.0,"[0.0,0.768,0.976,3.0,-5.432,0.0,0.0669,0.00716,0.86,0.0891,0.515,126.369,4.0]",0
1188,26,0.743,0.907,0.0,-4.159,0.0,0.243,0.00506,0.00198,0.34,0.638,127.999,4.0,"[26.0,0.743,0.907,0.0,-4.159,0.0,0.243,0.00506,0.00198,0.34,0.638,127.999,4.0]",0
1189,43,0.679,0.863,7.0,-5.784,1.0,0.0396,0.00228,6.41e-05,0.0839,0.3,118.016,4.0,"[43.0,0.679,0.863,7.0,-5.784,1.0,0.0396,0.00228,6.41e-05,0.0839,0.3,118.016,4.0]",2
1190,69,0.811,0.833,5.0,-4.259,1.0,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4.0,"[69.0,0.811,0.833,5.0,-4.259,1.0,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4.0]",2
1191,55,0.861,0.909,1.0,-3.944,1.0,0.261,0.0121,1.42e-05,0.076,0.62,124.03,4.0,"[55.0,0.861,0.909,1.0,-3.944,1.0,0.261,0.0121,1.42e-05,0.076,0.62,124.03,4.0]",2
1192,62,0.633,0.818,1.0,-5.437,1.0,0.0376,0.0114,0.0,0.259,0.337,121.975,4.0,"[62.0,0.633,0.818,1.0,-5.437,1.0,0.0376,0.0114,0.0,0.259,0.337,121.975,4.0]",2
1193,31,0.844,0.866,9.0,-5.006,1.0,0.0922,0.000372,0.325,0.246,0.954,136.041,4.0,"[31.0,0.844,0.866,9.0,-5.006,1.0,0.0922,0.000372,0.325,0.246,0.954,136.041,4.0]",0
